jaanaa,जानाँ
ummiidon,उम्मीदों
bandho,बांधो
bichhadna,बिछड़ना
satta,सत्त
hate,हटे
raj,राज
garam,गर्म
chala,छला
aasaaon,आसाओं
jaade,जाड़े
doobate,डूबते
sahalaa,सहला
sajaaunga,सजाऊँगा
khushiya,खुशियाँ
durga,दुर्गा
nishaanaa,निशाना
lambodar,लम्बोदर
yaariyan,यारियाँ
satayega,सताएगा
bajaaye,बजाये
guzari,गुजारी
bhithaya,बिठाया
baatein,बातें
hanske,हँसके
chhedega,छेड़ेगा
bichhaake,बिछाके
pahunchaa,पहुंचा
nihaar,निहार
jubaan,ज़ुबान
bataade,बतादे
saamne,साम्ने
samjhaana,समझाना
jaaen,जाएं
rog,रोग
khilaaoon,खिलाऊँ
duungi,दूँगी
likhi,लिखी
jhuteyaa,झूटेया
lukana,लुकना
chhodakar,छोड़कर
banaaungi,बनाऊंगी
ganvaae,गंवाए
pita,पीता
gulaam,ग़ुलाम
raamaacha,रामाचा
bagule,बगुले
uspe,उसपे
paadaraa,पादरा
rangrasia,रंगरसिया
chulbule,चुलबुले
mulakaton,मुलाकातों
caravan,कारवाँ
kisii,कैसी
giro,गिरो
sochata,सोचता
lawaan,लवान
ehsaan,एहसाँ
aashiyaa,आशियाँ
thokarein,ठोकरें
milin,मिलीं
guri,गुरी
num,नम
jageh,जगह
todakar,तोड़कर
vyaakul,व्याकुल
paap,पाप
banaata,बनाता
bahaara,बहाराँ
saarangi,सारंगी
que,के
musalamaan,मुसलमान
pyaalii,प्याली
gir,गिर
halchal,हल्चल
suramedaani,सुरमेदानी
damaadam,दमादम
kaharava,कहरवा
qubool,क़ुबूल
aare,आरे
maheki,महकी
gavaayen,गवायेँ
sim,सीम
machali,मचली
sadqe,सद्क़े
kapadaa,कपड़ा
ibtida,इब्तिदा
dhubi,डूबी
sunataa,सुनता
palakein,पलकें
paaram,पारम
kudaratein,कुदरतें
jhulaaengi,झुलाएँगी
hilaaye,हिलाये
saamane,सामने
sulage,सुलगे
naujawaan,नौजवाँ
aayi,आईं
nizaam,निज़ाम
paanchavi,पाँचवी
tera,तेरा
dushmanaa,दुश्मना
jalak,झलक
milaayin,मिलाईं
yuunhii,यूँही
bulaati,बुलाती
vas,वास
hijab,हिजाब
bekabar,बेख़बर
naache,नाचें
zahari,ज़हरी
bihaayi,बिहायी
bheegta,भीगता
mushqil,मुश्क़िल
aiye,आइये
bahakaate,बहकाते
saanse,साँसे
amir,अमीर
paavan,पावन
gumanaam,ग़ुमनाम
dikhawe,दिखावे
charaaghon,चराग़ों
taaron,तारो
umron,उम्रों
tare,तारे
basaanii,बसानी
muntazir,मुंतज़िर
raaginii,रागिनी
aaonga,आऊँगा
milaade,मिलादे
sotee,सोती
dusmano,दुश्मनों
hont,होंट
hataya,हटाया
shiqava,शिक़वा
kishto,किस्तों
humse,हमे
nisa,निस
gaayegi,गायेगी
badhaayein,बढ़ायें
rawaan,रवाँ
udu,उदू
pyaariyaan,प्यारियाँ
upar,उपर
layi,लाई
ladiyaan,लडियाँ
batalaane,बतलाने
vahidaa,वहीदा
bujhaaoge,बुझाओगे
suljhavoon,सुलझाऊँ
jawaani,जवानी
todne,तोड़ने
lagaale,लगाले
chhed,छेद
chal,चाल
pilaa,पिला
paiyyan,पैयाँ
bitaayuun,बिताऊँ
sugandh,सुगन्ध
sunehre,सुनहरे
bujhaao,बुझाओ
rangoon,रंगूँ
sovega,सोवेगा
talamalaaye,तलमलाये
manjar,मंजर
kadam,कदम
hansana,हँसना
zaahilapana,ज़ाहिलपना
kamazoro,कमज़ोरो
churaaye,चुराए
teihare,तिहारे
amarit,अमरित
bujhen,बुझें
bhiigo,भीगो
baavare,बाँवरे
bidhi,बिधि
rukmani,रुकमनी
araman,अरमान
bainyaan,बैंयाँ
chunate,चुनते
hongin,होंगीं
justuju,जुस्तुजू
dikhaakar,दिखाकर
puuri,पूरी
apnaapan,अपनापन
hindolon,हिंडोलों
humsayee,हमसाए
majbooriyaan,मजबूरियां
jaga,जग
dusaron,दुसरों
balam,बालम
sleepin,स्लीपीन
jhuta,झुटा
jaauungi,जाऊंगी
deewaanapan,दीवानापन
geele,गीले
chalata,चलता
shaadi,शादी
some,सम
bhaagy,भाग्य
ansuva,अँसुवा
tadpaao,तड़पाओ
tamannaayein,तमन्नायें
du,दू
bachao,बचाओ
talawaarein,तलवारें
bajaate,बजाते
chupke,छुपके
dagariya,दगरीया
ekaaki,एकाकी
kvaabon,ख़्वाबोन
bahakaai,बहकाई
guftaguu,गुफ़्तगू
apne,अपनी
chalni,चलनी
raamachandra,रामचंद्र
jagey,जगे
bujaa,बुझा
tumhein,तुम्हीं
julne,जुलने
aakhon,आखों
kallol,कल्लोल
thukaraayuunga,ठुकराऊंगा
sikhaa,सीखा
janaana,जनाना
pendi,पेंडी
nagmey,नग़में
siyaahee,सियाही
aj,अज
sardi,सरदी
siyaasato,सियासतों
lagaayaa,लगाया
nibhaaenge,निभाएंगे
daman,दामन
likh,लिख
huske,हुसके
badhta,बढ़ता
goya,गोया
reeth,रेत
bahanen,बहनें
salaamat,सलामत
hadhon,हदों
zurm,ज़ुर्म
haau,हाउ
barabas,बरबस
saiyaad,सैयाद
praphulit,प्रफुलित
pyaar,प्यार
aanewaale,आनेवाले
sade,सादे
paauun,पाऊं
daamann,दामन
rusvaaiyaan,रुसवाईयां
majhaal,मज़ाल
bahekne,बहकने
karengi,करेंगी
madiraa,मदिरा
badhaayen,बढ़ाये
kahenda,कहेंदा
jaate,जातें
bevafa,बेवफ़ा
virahaa,विरहा
shahrukh,शाहरुख
devtaa,देवता
diwanagi,दीवानगी
nibu,नीबू
daani,दानी
ayegaa,अयेगा
le,ले
nabeen,नबीं
ilzaame,इलज़ाम
khaao,खाओ
machane,मचने
paoge,पाओगे
saye,साए
baahir,बाहिर
upja,उप्जा
kahungi,कहूंगी
ajanbi,अजनबी
chaadar,चादर
widhaataa,विधाता
premiyon,प्रेमियों
aaunga,आऊंगा
kiran,किरं
savaar,सवार
arzi,अरज़ी
adhmui,अधमुई
kum,कम
bindiyaa,बिंदिया
saaddi,साद्डी
udhas,उदास
rehte,रहते
maaeri,माएरी
pamping,पम्पिंग्
bujhe,बुझें
pyaare,प्यारे
caravan,कारवान
sasome,ससोमे
jami,जमी
nirakh,निरख
insaaniyat,इंसानियत
saheliyan,सहेलियाँ
kudako,ख़ुदको
baaki,बाकी
yuunhiin,यूँहीं
kamaate,कमाते
hansana,हंसना
farmaaogi,फ़रमाओगी
buundon,बूँदों
taraataraa,तरातरा
bekarar,बेकरार
lahariyon,लहरियों
chotiyon,चोटियों
chaal,चाल
mujhi,मुझ
laagen,लागें
zindaadili,ज़िंदादिली
ehsaan,एह्सान
beimaan,बेइमान
jannato,जन्नाटो
silavaaoonga,सिलवाऊँगा
jindari,जिन्दरी
bachaayi,बचाई
aasmaan,आसमां
zarur,ज़रूर
neh,नेह
maano,मानों
muunuu,मुनू
ghola,घोला
rangeen,रंगीं
sundar,सुंदर
guftaar,ग़ुफ़्तार
ujaada,उजाड़ा
paradesee,परदेसी
kile,किले
bavariyaa,बावरिया
baaraaton,बारातों
chalte,चलते
shaabaa,शाबा
listen,लिसन
hawaaen,हवाएं
sah,सह
gola,गोला
divaanaapan,दीवानापन
papiyaan,पपियां
banduuk,बन्दूक
daane,दाने
paagalpan,पागलपन
navaajish,नवाजिश
begunaahi,बेगुनाही
pachhataane,पछताने
rakhiya,रखिया
taajadaar,ताजदार
sabzapari,सब्ज़परी
aha,अह
jaduki,जादुकी
vindhyaachal,विन्ध्याचल
maange,मांगे
bolati,बोलती
malana,मलना
thirakate,थिरकते
hichakhole,हिचकोले
jawan,जान
bujho,बूझो
laajo,लाजो
pralay,प्रलय
sisakati,सिसकती
likhanewale,लिखनेवाले
banaayega,बनाएगा
gut,गुत
dushamani,दुशमनी
vaasta,वासता
sambhala,सम्भाला
maaraa,मारा
acchhe,अच्छे
chaahe,छाए
asamat,असमत
tukade,टुकड़े
tapakati,टपकती
chadhaunga,चढ़ाऊंगा
virah,विरह
nindiyaa,निन्दिया
characha,चरचा
jaanke,जानके
vishnu,विश्णु
mora,मोर
katra,कटरा
paayi,पाईं
sankati,संकती
vaare,वारे
manaaon,मनाऊँ
pakadkar,पकड़कर
jant,जंत
paye,पाएँ
baappa,बाप्पा
lootega,लूटेगा
lipistik,लिपिस्टिक
sajanniya,सजनिया
jiyara,जीयरा
meherbaaniya,मेहर्बानियाँ
tule,तुले
sanwaar,सँवार
bavaal,बवाल
guzarin,गुज़रीं
betaasir,बेतासिर
sajada,सजदा
khira,खीरा
upwaasa,उपवासा
paros,परोस
kasaai,कसाई
churaata,चुराता
sehna,सहना
kurabaan,कुरबान
huyee,हैं
gayo,गयो
ude,उदे
sarkaar,सरकार
andherey,अंधेरे
andha,अँधा
biitaa,बीता
taarif,तारीफ़
paakuu,पाकू
bharta,भरता
chilamanon,चिलमनों
prarthna,प्रार्थना
intezar,इन्तेज़ार
puchche,पूछे
nazro,नज़रों
lava,लवा
paalegi,पालेगी
jawan,जवां
havaaen,हवाएं
rishta,रिश्ता
khaaq,खाक़
maaf,माफ़
mukat,मुकट
churaayi,चुरायी
zabardast,जबरदस्त
dekhein,देखें
bichadne,बिछड़ने
paaravaanon,पारवानों
sataayega,सताएगा
deewano,दीवानों
viron,वीरों
sunaa,सुना
dekhko,देखो
ruuthake,रूठके
bharaao,भराओ
jataaoge,जताओगे
ane,आने
khilne,खिलने
khiladi,खिलाड़ी
saragam,सर्गम
gaayuungi,गाऊंगी
gaharaaiyon,गहराइयों
rawani,रवानी
dastur,दस्तूर
ganva,गंवा
svaagat,स्वागत
gaata,गाता
chhalken,छलकें
zuban,ज़ुबाँ
bahaana,बहाना
dikhalaatee,दिखलाती
lallaa,लल्ला
marana,मारना
lappuujhanna,लप्पूझन्ना
rusavaai,रुसवाई
laagi,लागीं
meeche,मींचे
likhataa,लिखता
siyega,सियेगा
bahoon,बाहों
bharamaane,भरमाने
angdai,अंगड़ाई
maangega,मांगेगा
vidaai,विदाई
khinchati,खिंचती
puujati,पूजती
mohni,मोहनी
dikhaane,दिखाने
ra,रा
japana,जपना
ahasaas,एहसास
kabir,कबीर
inteha,इन्तेहा
jaagiye,जागिये
chupaaye,चुपाये
take,तके
dekhojii,देखोजी
suuratein,सूरतें
phiruun,फिरूँ
mandar,मन्दर
kuntal,कुंतल
behakne,बहकने
maein,में
gup,गुप
rouun,रोऊँ
inasaaniyat,इनसानियत
jadi,जड़ी
roton,रोतों
aarazu,आरज़ू
raakhi,राखी
sachmuch,सचमुच
chamak,छमक
buraai,बुराई
chaandani,चांदनी
kaanpat,काँपत
chhupenge,छुपेंगे
chahiyee,चाहिये
udati,उदती
chahakta,चहकता
guzarun,गुज़रूँ
nibhaoonga,निभाऊँगा
mulaqaatein,मुलाक़ातें
bandigi,बंदगी
gopi,गोपी
aramaanon,अरमानों
duniyaa,दिया
royenge,रोयेंगे
atapate,अटपटे
lakirein,लकीरें
karata,करता
farishte,फ़रिश्ते
chuudeeyon,चूड़ीयों
yaadgaar,यादगार
rachaake,रचाके
chaabuk,चाबुक
khushiyaan,खुशियां
samajhungi,समझूँगी
phuulegaa,फूलेगा
bhulaauun,भुलाऊं
sunayein,सुनाएं
silah,सिलह
kaun,कौन
shaadiyaane,शादियाने
umang,उमंग
rangon,रंगों
sanhaar,संहार
amal,अमल
soonghane,सूँघने
ragada,रगड़ा
pap,पप
model,मोदेल
doliyon,डोलियों
